Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 土卫二冰
appliedenergistics2:facade:0, 线缆伪装板 - 土卫二深层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 木卫二煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六表层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六深层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六石头
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六蓝月宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 土卫六红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五表层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五深层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五石头
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五白云石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五钴矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五表层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五表层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五深层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五深层岩石
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五石头
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五石头
appliedenergistics2:facade:0, 线缆伪装板 - 天卫五冰
appliedenergistics2:facade:0, 线缆伪装板 - 海卫一地表岩石
appliedenergistics2:facade:0, 线缆伪装板 - 海卫一地底岩石
appliedenergistics2:facade:0, 线缆伪装板 - 海卫一石头
appliedenergistics2:facade:0, 线缆伪装板 - 海卫一间歇泉
appliedenergistics2:facade:0, 线缆伪装板 - 海卫一小型间歇泉
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 表层
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 次表层
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 石头
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 冰表层
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 灰岩石
appliedenergistics2:facade:0, 线缆伪装板 - 火星金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 木卫一铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 火星煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 火星硅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 比邻星 B 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - Rocky Surface
appliedenergistics2:facade:0, 线缆伪装板 - Mushroom Skin
appliedenergistics2:facade:0, 线缆伪装板 - Mushroom Geyser
appliedenergistics2:facade:0, 线缆伪装板 - Mud
appliedenergistics2:facade:0, 线缆伪装板 - 烧焦的木头
appliedenergistics2:facade:0, 线缆伪装板 - 冻结的木头
appliedenergistics2:facade:0, 线缆伪装板 - Mushroom Stem
appliedenergistics2:facade:0, 线缆伪装板 - Grass
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C草方块
appliedenergistics2:facade:0, 线缆伪装板 - tile.barnarda_c_grass_1.name
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C泥土
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C石头
appliedenergistics2:facade:0, 线缆伪装板 - [WIP] 巴纳德C砂砾
appliedenergistics2:facade:0, 线缆伪装板 - [WIP] 巴纳德C泥土
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C圆石
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C石砖
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C紫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C沙子
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C紫树原木
appliedenergistics2:facade:0, 线缆伪装板 - tile.barnarda_c_birch_log.name
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C紫树花纹原木
appliedenergistics2:facade:0, 线缆伪装板 - 巴纳德C紫树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿
appliedenergistics2:facade:0, 线缆伪装板 - 金矿
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 硅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钴矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天仓五F泥土
appliedenergistics2:facade:0, 线缆伪装板 - 天仓五F草方块
appliedenergistics2:facade:0, 线缆伪装板 - 天仓五F石头
appliedenergistics2:facade:0, 线缆伪装板 - 水晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - 水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 赤焰晶块
appliedenergistics2:facade:0, 线缆伪装板 - 寒霜晶块
appliedenergistics2:facade:0, 线缆伪装板 - 风暴晶块
appliedenergistics2:facade:0, 线缆伪装板 - 邃暗晶块
appliedenergistics2:facade:0, 线缆伪装板 - 苍翠晶块
appliedenergistics2:facade:0, 线缆伪装板 - 秘源晶块
appliedenergistics2:facade:0, 线缆伪装板 - 光辉晶块
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 符石基座
appliedenergistics2:facade:0, 线缆伪装板 - 镀金橡木
appliedenergistics2:facade:0, 线缆伪装板 - 镀金云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 镀金白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 镀金丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 镀金金合欢木
appliedenergistics2:facade:0, 线缆伪装板 - 镀金深色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 铌矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钛矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钛块
appliedenergistics2:facade:0, 线缆伪装板 - 地磁发电机基座
appliedenergistics2:facade:0, 线缆伪装板 - 地磁发电机天线
appliedenergistics2:facade:0, 线缆伪装板 - 远古残骸
appliedenergistics2:facade:0, 线缆伪装板 - 锻造台
appliedenergistics2:facade:0, 线缆伪装板 - 下界合金块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钛矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 红色集装箱
appliedenergistics2:facade:0, 线缆伪装板 - 绿色集装箱
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色集装箱
appliedenergistics2:facade:0, 线缆伪装板 - 黄色集装箱
appliedenergistics2:facade:0, 线缆伪装板 - 钢板块
appliedenergistics2:facade:0, 线缆伪装板 - 银色钢板块
appliedenergistics2:facade:0, 线缆伪装板 - 碳纤维板块
appliedenergistics2:facade:0, 线缆伪装板 - 暗色脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属（板）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属（格栅）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属（小型格栅）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属 (暗红)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属 (灰色)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属(灰色瓷砖)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属(红色石柱)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属(黑暗石柱)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属(红色镶板)
appliedenergistics2:facade:0, 线缆伪装板 - 虚空金属(熔岩石柱)
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土 (亮色)
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土 (灰色)
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土 (暗色)
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土 (管材)
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋混凝土(钢筋)
appliedenergistics2:facade:0, 线缆伪装板 - 双联霓虹灯
appliedenergistics2:facade:0, 线缆伪装板 - 双联霓虹灯 (旋转)
appliedenergistics2:facade:0, 线缆伪装板 - 四联霓虹灯
appliedenergistics2:facade:0, 线缆伪装板 - 四联霓虹灯 (旋转)
appliedenergistics2:facade:0, 线缆伪装板 - 方形霓虹灯
appliedenergistics2:facade:0, 线缆伪装板 - 弹药箱
appliedenergistics2:facade:0, 线缆伪装板 - 武器箱
appliedenergistics2:facade:0, 线缆伪装板 - 护甲箱
appliedenergistics2:facade:0, 线缆伪装板 - 医疗箱
appliedenergistics2:facade:0, 线缆伪装板 - 炸药箱
appliedenergistics2:facade:0, 线缆伪装板 - 补给箱
appliedenergistics2:facade:0, 线缆伪装板 - 补给箱
appliedenergistics2:facade:0, 线缆伪装板 - 补给箱
appliedenergistics2:facade:0, 线缆伪装板 - 补给箱
appliedenergistics2:facade:0, 线缆伪装板 - 硬化沙子
appliedenergistics2:facade:0, 线缆伪装板 - 怪奇光蛋
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(煤)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(常见金属矿)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(稀有金属矿)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(闪光金属矿)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(铀)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(常见宝石矿)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇(闪亮宝石矿)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇 (虚空水晶)
appliedenergistics2:facade:0, 线缆伪装板 - 矿簇（原油）
appliedenergistics2:facade:0, 线缆伪装板 - 粉色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 飞龙金属块
appliedenergistics2:facade:0, 线缆伪装板 - 神龙金属块
appliedenergistics2:facade:0, 线缆伪装板 - 混沌金属块
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔源质金属块
appliedenergistics2:facade:0, 线缆伪装板 - 元金块
appliedenergistics2:facade:0, 线缆伪装板 - 束缚金属块
appliedenergistics2:facade:0, 线缆伪装板 - 感知金属块
appliedenergistics2:facade:0, 线缆伪装板 - 能量金属块
appliedenergistics2:facade:0, 线缆伪装板 - UU金属块
appliedenergistics2:facade:0, 线缆伪装板 - 下界红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 干燥的泥炭田
appliedenergistics2:facade:0, 线缆伪装板 - 湿润的泥炭田
appliedenergistics2:facade:0, 线缆伪装板 - 隔音块
appliedenergistics2:facade:0, 线缆伪装板 - 剪刀块
appliedenergistics2:facade:0, 线缆伪装板 - 水晶石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 星辉矿石
appliedenergistics2:facade:0, 线缆伪装板 - 海蓝宝石砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 大理石
appliedenergistics2:facade:0, 线缆伪装板 - 大理石砖
appliedenergistics2:facade:0, 线缆伪装板 - 大理石柱
appliedenergistics2:facade:0, 线缆伪装板 - 大理石横梁
appliedenergistics2:facade:0, 线缆伪装板 - 雕纹大理石
appliedenergistics2:facade:0, 线缆伪装板 - 凹面大理石
appliedenergistics2:facade:0, 线缆伪装板 - 精致大理石柱
appliedenergistics2:facade:0, 线缆伪装板 - 熏黑大理石
appliedenergistics2:facade:0, 线缆伪装板 - 熏黑大理石砖
appliedenergistics2:facade:0, 线缆伪装板 - 熏黑大理石柱
appliedenergistics2:facade:0, 线缆伪装板 - 熏黑大理石横梁
appliedenergistics2:facade:0, 线缆伪装板 - 雕纹熏黑大理石
appliedenergistics2:facade:0, 线缆伪装板 - 凹面熏黑大理石
appliedenergistics2:facade:0, 线缆伪装板 - 精致熏黑大理石
appliedenergistics2:facade:0, 线缆伪装板 - 聚星木
appliedenergistics2:facade:0, 线缆伪装板 - 聚星木板
appliedenergistics2:facade:0, 线缆伪装板 - 聚星木柱
appliedenergistics2:facade:0, 线缆伪装板 - 聚星木横梁
appliedenergistics2:facade:0, 线缆伪装板 - 凹面聚星木
appliedenergistics2:facade:0, 线缆伪装板 - 刻纹聚星木
appliedenergistics2:facade:0, 线缆伪装板 - 抛光聚星木
appliedenergistics2:facade:0, 线缆伪装板 - 纳耳狂曼喷口
appliedenergistics2:facade:0, 线缆伪装板 - 费萨利德喷口
appliedenergistics2:facade:0, 线缆伪装板 - 莱泽尔石
appliedenergistics2:facade:0, 线缆伪装板 - 莱泽尔石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 莱泽尔石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 莱泽尔石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 艾洛蒂石
appliedenergistics2:facade:0, 线缆伪装板 - 艾洛蒂石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 艾洛蒂石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 艾洛蒂石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 凯罗尼石
appliedenergistics2:facade:0, 线缆伪装板 - 凯罗尼石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 凯罗尼石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 凯罗尼石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 普雷蒂石
appliedenergistics2:facade:0, 线缆伪装板 - 普雷蒂石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 普雷蒂石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 普雷蒂石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 艾恩尼石
appliedenergistics2:facade:0, 线缆伪装板 - 艾恩尼石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 艾恩尼石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 艾恩尼石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 以太石
appliedenergistics2:facade:0, 线缆伪装板 - 以太石铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 以太石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 以太石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 蓝丝黛尔石
appliedenergistics2:facade:0, 线缆伪装板 - 蓝丝黛尔铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 蓝丝黛尔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 蓝丝黛尔石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 云母
appliedenergistics2:facade:0, 线缆伪装板 - 互联方块
appliedenergistics2:facade:0, 线缆伪装板 - 发酵剂块
appliedenergistics2:facade:0, 线缆伪装板 - 干燥剂块
appliedenergistics2:facade:0, 线缆伪装板 - 岩盐矿
appliedenergistics2:facade:0, 线缆伪装板 - 下界岩盐矿石
appliedenergistics2:facade:0, 线缆伪装板 - 食盐块
appliedenergistics2:facade:0, 线缆伪装板 - 天然碳酸钠矿石
appliedenergistics2:facade:0, 线缆伪装板 - 天然碱矿石
appliedenergistics2:facade:0, 线缆伪装板 - 块状苏打粉
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩沙块
appliedenergistics2:facade:0, 线缆伪装板 - 发泡添加剂块
appliedenergistics2:facade:0, 线缆伪装板 - 自制奶酪块
appliedenergistics2:facade:0, 线缆伪装板 - 粗糖块
appliedenergistics2:facade:0, 线缆伪装板 - 面粉块
appliedenergistics2:facade:0, 线缆伪装板 - 面团块
appliedenergistics2:facade:0, 线缆伪装板 - 凝胶块
appliedenergistics2:facade:0, 线缆伪装板 - 奶油羊驼绒毛
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊驼绒毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊驼绒毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊驼绒毛
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的面包
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的蛋糕（美味！）
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的南瓜派
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的曲奇
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的鸡蛋馅饼
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的营养面包
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的可可豆
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的鸡蛋
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生鸡肉
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生猪排
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生牛肉
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生羊肉
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生兔肉
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的腐肉
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的骨头
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的生猪蹄
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的马铃薯
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的胡萝卜
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的苹果
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的墨囊
appliedenergistics2:facade:0, 线缆伪装板 - 装箱的荧光囊
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔结晶块
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
